xData,yData,setName,xAxisTitle,yAxisTitle,plotTitle
269,2.0332098,,,,
270,1.058475043,,,,
271,0.960147425,,,,
272,0.842953335,,,,
273,0.992517007,,,,
274,0.966666667,,,,
275,0.860381086,,,,
276,0.949427296,,,,
277,1.175895631,,,,
278,1.668527567,,,,
279,4.238972757,,,,
280,5.860263072,,,,
281,5.38833464,,,,
282,6.21111666,,,,
283,7.373227538,,,,
284,7.835212589,,,,
285,8.970262134,,,,
286,7.214648188,,,,
287,5.05063496,,,,
288,4.60246117,,,,
289,3.115261014,,,,
290,1.917650295,,,,
291,1.095814277,,,,
292,1.490969451,,,,
293,2.942796957,,,,
294,3.767581333,,,,
295,3.317600082,,,,
296,2.756068107,,,,
297,2.648027724,,,,
298,2.438198672,,,,
299,2.09449627,,,,
300,1.183896467,,,,
301,0.971373391,,,,
302,0.837869427,,,,
303,0.979591837,,,,
304,0.976065532,,,,
305,1.838460465,,,,
306,2.748136961,,,,
307,2.758314493,,,,
308,1.627197918,,,,
309,0.961751054,,,,
310,0.941787188,,,,
311,0.801670436,,,,
312,0.904081633,,,,
313,0.872108844,,,,
314,0.807985467,,,,
315,0.916686505,,,,
316,0.903502538,,,,
317,0.904692572,,,,
318,0.846046888,,,,
319,0.949314445,,,,
320,1.06901116,,,,
321,1.209741232,,,,
322,1.17369673,,,,
323,1.318383294,,,,
324,1.328646264,,,,
325,1.291733011,,,,
326,1.397415864,,,,
327,1.647395482,,,,
328,1.832272484,,,,
329,1.923413968,,,,
330,1.888496587,,,,
331,1.873396214,,,,
332,1.868861299,,,,
333,1.864252824,,,,
334,1.866898553,,,,
335,1.881237306,,,,
336,2.541234648,,,,
337,3.70584555,,,,
338,4.072786645,,,,
339,4.209752817,,,,
340,3.919224259,,,,
341,2.812636549,,,,
342,1.696777956,,,,
343,1.419602525,,,,
344,1.712315936,,,,
345,2.723197019,,,,
346,3.369522623,,,,
347,3.287301991,,,,
348,2.641629717,,,,
349,1.977310261,,,,
350,1.321924206,,,,
351,1.764721197,,,,
352,2.350079729,,,,
353,2.681920146,,,,
354,2.455216683,,,,
355,1.844489711,,,,
356,1.121645299,,,,
357,1.037636833,,,,
358,0.986706283,,,,
359,0.661447518,,,,
360,1.016755783,,,,
361,1.297673514,,,,
362,1.758142544,,,,
363,1.909158459,,,,
364,1.997726136,,,,
365,2.519473133,,,,
366,3.252175345,,,,
367,3.228953379,,,,
368,2.046382381,,,,
369,1.142781698,,,,
370,0.896893838,,,,
371,0.890919471,,,,
372,0.75570266,,,,
373,0.707268664,,,,
374,0.975975053,,,,
375,0.947017086,,,,
376,0.97320961,,,,
377,1.020561719,,,,
378,1.08664621,,,,
379,1.130529785,,,,
380,1.104179555,,,,
381,1.144356225,,,,
382,1.184485948,,,,
383,1.187225165,,,,
384,0.673981136,,,,
385,0.006922719,,,,
386,0,,,,
387,0,,,,
388,0,,,,
389,1.140681045,,,,
390,1.142163549,,,,
391,2.389200726,,,,
392,3.299555515,,,,
393,3.907851636,,,,
394,4.932787031,,,,
395,5.594773729,,,,
396,4.743719115,,,,
397,3.353512225,,,,
398,2.003951333,,,,
399,1.122053728,,,,
400,0.856893999,,,,
401,0.881886284,,,,
402,0.814617546,,,,
403,0.996641122,,,,
404,0.99213308,,,,
405,0.877861263,,,,
406,1.135515363,,,,
407,1.349457535,,,,
408,1.417030045,,,,
409,1.365998965,,,,
410,1.37360309,,,,
411,1.71724787,,,,
412,1.981777492,,,,
413,2.223643141,,,,
414,2.35446987,,,,
415,2.071870085,,,,
416,1.169694961,,,,
417,0.983923723,,,,
418,0.859212239,,,,
419,1.305275922,,,,
420,2.000896433,,,,
421,2.283895396,,,,
422,2.558247213,,,,
423,3.632739489,,,,
424,6.397571012,,,,
425,7.118293658,,,,
426,4.765589534,,,,
427,2.606696824,,,,
428,1.444080481,,,,
429,1.065826706,,,,
430,1.561930566,,,,
431,2.014090237,,,,
432,1.294199995,,,,
433,0.940545997,,,,
434,0.909961769,,,,
435,0.697240161,,,,
436,0.82585034,,,,
437,0.636303687,,,,
438,1.020170412,,,,
439,1.308445672,,,,
440,1.293581181,,,,
441,1.07509276,,,,
442,0.015428541,,,,
443,0,,,,
444,0,,,,
445,0,,,,
446,0,,,,
447,0,,,,
448,0,,,,
449,0,,,,
450,0,,,,
451,0,,,,
452,0,,,,
453,0,,,,
454,0,,,,
455,0,,,,
456,0,,,,
457,0,,,,
458,0,,,,
459,0,,,,
460,0,,,,
461,0,,,,
462,0,,,,
463,0,,,,
464,0,,,,
465,0,,,,
466,0,,,,
467,0,,,,
468,0,,,,
469,0,,,,
470,0,,,,
471,0,,,,
472,0,,,,
473,0,,,,
474,0,,,,
475,0,,,,
476,0,,,,
477,0,,,,
478,0,,,,
479,0,,,,
480,0,,,,
481,0,,,,
482,0,,,,
483,0,,,,
484,0,,,,
485,0,,,,
486,0,,,,
487,0,,,,
488,0,,,,
489,0,,,,
490,0,,,,
491,0,,,,
492,0,,,,
493,0,,,,
494,0,,,,
495,0,,,,
496,0,,,,
497,0,,,,
498,0,,,,
499,0,,,,
500,0,,,,
501,0,,,,
502,0,,,,
503,0,,,,
504,0,,,,
505,0,,,,
506,0,,,,
507,0,,,,
508,1.084495781,,,,
509,1.055483634,,,,
510,1.832673657,,,,
511,3.83690422,,,,
512,4.412743848,,,,
513,4.59516983,,,,
514,5.232772693,,,,
515,3.811658018,,,,
516,2.227703436,,,,
517,1.249543865,,,,
518,0.883229115,,,,
519,0.818518433,,,,
520,0.843032214,,,,
521,0.904982164,,,,
522,0.915472725,,,,
523,1.173021333,,,,
524,1.353843055,,,,
525,1.314024165,,,,
526,1.276625483,,,,
527,1.242723942,,,,
528,0.417631221,,,,
529,0,,,,
530,1.216438508,,,,
531,1.063830243,,,,
532,1.461460774,,,,
533,2.59676946,,,,
534,3.260315849,,,,
535,4.01073185,,,,
536,5.111152596,,,,
537,5.399807559,,,,
538,4.430340499,,,,
539,2.900735736,,,,
540,1.446641204,,,,
541,0.974328291,,,,
542,0.934818419,,,,
543,0.929599747,,,,
544,0.960655286,,,,
545,1.05942926,,,,
546,0.909934554,,,,
547,0.779790859,,,,
548,1.195353767,,,,
549,1.814725756,,,,
550,1.425838404,,,,
551,0.998069193,,,,
552,1.032183641,,,,
553,1.657485865,,,,
554,1.904947569,,,,
555,1.870168667,,,,
556,1.955372389,,,,
557,2.360075842,,,,
558,2.645935456,,,,
559,1.860497427,,,,
560,1.110871303,,,,
561,0.861996586,,,,
562,0.886290442,,,,
563,1.120718063,,,,
564,1.196432931,,,,
565,1.026529973,,,,
566,0.016879056,,,,
567,0,,,,
568,0,,,,
569,0,,,,
570,0,,,,
571,0,,,,
572,0,,,,
573,0,,,,
574,0,,,,
575,0,,,,
576,0,,,,
577,0,,,,
578,0,,,,
579,0,,,,
580,0,,,,
581,0,,,,
582,0,,,,
583,0,,,,
584,0,,,,
585,0,,,,
586,0,,,,
587,0,,,,
588,0,,,,
589,0,,,,
590,0,,,,
591,0,,,,
592,0,,,,
593,0,,,,
594,0,,,,
595,0,,,,
596,1.094994935,,,,
597,0.984768038,,,,
598,1.389370178,,,,
599,3.229195698,,,,
600,4.022687485,,,,
601,4.300563491,,,,
602,5.576605157,,,,
603,6.596122997,,,,
604,7.292832546,,,,
605,9.24464929,,,,
606,7.876540897,,,,
607,7.330763018,,,,
608,8.299685624,,,,
609,6.906034024,,,,
610,5.325234608,,,,
611,4.019539067,,,,
612,3.289402919,,,,
613,2.331134945,,,,
614,1.67198103,,,,
615,1.025245947,,,,
616,0.924097158,,,,
617,0.965392143,,,,
618,1.718898949,,,,
619,2.753046501,,,,
620,3.033566104,,,,
621,2.880181881,,,,
622,2.873954161,,,,
623,3.116337305,,,,
624,3.246586003,,,,
625,3.22970732,,,,
626,3.419941987,,,,
627,3.223939687,,,,
628,3.619168858,,,,
629,3.671629123,,,,
630,4.121287152,,,,
631,4.988667299,,,,
632,4.817565536,,,,
633,4.898399879,,,,
634,4.167728148,,,,
635,3.366347641,,,,
636,2.815678771,,,,
637,2.839140004,,,,
638,3.911439164,,,,
639,4.422633846,,,,
640,4.148672038,,,,
641,3.898897376,,,,
642,3.890094701,,,,
643,3.967055275,,,,
644,3.939784448,,,,
645,3.614558418,,,,
646,2.388075271,,,,
647,1.270130158,,,,
648,0.857620983,,,,
649,0.911202315,,,,
650,0.834090561,,,,
651,0.903401361,,,,
652,0.885034014,,,,
653,0.825170068,,,,
654,0.771428571,,,,
655,0.75170068,,,,
656,0.82244898,,,,
657,0.658360055,,,,
658,1.103745295,,,,
659,1.67264038,,,,
660,2.093051194,,,,
661,2.137734656,,,,
662,2.278410487,,,,
663,3.352171077,,,,
664,5.180312472,,,,
665,6.05769974,,,,
666,5.903058302,,,,
667,6.130422729,,,,
668,6.557211865,,,,
669,5.195888158,,,,
670,4.930181897,,,,
671,5.123220989,,,,
672,4.448830369,,,,
673,2.434177735,,,,
674,1.241142422,,,,
675,1.059708384,,,,
676,1.035970041,,,,
677,0.778045308,,,,
678,0.882993197,,,,
679,0.774829932,,,,
680,0.855782313,,,,
681,1.895622957,,,,
682,3.359623236,,,,
683,4.286974523,,,,
684,5.033254318,,,,
685,4.850747949,,,,
686,4.115004557,,,,
687,2.428132201,,,,
688,2.036884074,,,,
689,2.319640207,,,,
690,2.608651817,,,,
691,2.332013411,,,,
692,1.363161956,,,,
693,0.90154994,,,,
694,0.853861265,,,,
695,0.76694925,,,,
696,0.749373252,,,,
697,0.823224177,,,,
698,1.06320992,,,,
699,1.767673427,,,,
700,1.745961529,,,,
701,1.161816627,,,,
702,1.049274354,,,,
703,0.938754513,,,,
704,0.922589754,,,,
705,2.113892977,,,,
706,3.465678156,,,,
707,3.697694271,,,,
708,3.553504525,,,,
709,2.75458394,,,,
710,1.473733915,,,,
711,0.893137827,,,,
712,0.768437737,,,,
713,0.841312993,,,,
714,1.765595885,,,,
715,2.475021576,,,,
716,3.140108116,,,,
717,3.429696737,,,,
718,3.472392014,,,,
719,3.637762341,,,,
720,3.812432132,,,,
721,4.398104466,,,,
722,5.672172658,,,,
723,6.526700704,,,,
724,5.598477706,,,,
725,6.040917886,,,,
726,5.34878476,,,,
727,3.489482251,,,,
728,2.383887114,,,,
729,2.022005655,,,,
730,2.158424491,,,,
731,2.486167123,,,,
732,2.678421724,,,,
733,2.837320108,,,,
734,3.358488852,,,,
735,3.634129688,,,,
736,3.654445927,,,,
737,3.785419141,,,,
738,3.729025085,,,,
739,3.055720094,,,,
740,2.409456812,,,,
741,2.219847001,,,,
742,2.936789805,,,,
743,3.782777602,,,,
744,3.958419552,,,,
745,3.779168921,,,,
746,3.290816396,,,,
747,2.638856966,,,,
748,1.694731434,,,,
749,1.070562206,,,,
750,1.079993351,,,,
751,0.986674368,,,,
752,0.866934577,,,,
753,0.933333333,,,,
754,0.903401361,,,,
755,0.872108844,,,,
756,0.825321691,,,,
757,0.675502888,,,,
758,1.36239602,,,,
759,1.980982382,,,,
760,2.079096833,,,,
761,2.519414943,,,,
762,3.818958616,,,,
763,4.552177054,,,,
764,4.63402613,,,,
765,6.120496912,,,,
766,7.268127369,,,,
767,7.565039724,,,,
768,7.045242428,,,,
769,8.114076964,,,,
770,9.117702986,,,,
771,9.487363826,,,,
772,9.499100453,,,,
773,8.400825832,,,,
774,5.450552547,,,,
775,5.398586337,,,,
776,6.045783265,,,,
777,5.752268827,,,,
778,5.145454468,,,,
779,4.193461633,,,,
780,4.222611159,,,,
781,4.209857968,,,,
782,3.888608275,,,,
783,4.152777446,,,,
784,3.96214849,,,,
785,3.787221088,,,,
786,3.658614561,,,,
787,3.576502695,,,,
788,2.641566706,,,,
789,1.183702749,,,,
790,0.914070419,,,,
791,0.838819123,,,,
792,0.875990712,,,,
793,0.870748299,,,,
794,0.828571429,,,,
795,0.853061224,,,,
796,0.981443498,,,,
797,2.068584058,,,,
798,3.983873592,,,,
799,5.744850265,,,,
800,6.423698852,,,,
801,6.331108488,,,,
802,5.506035683,,,,
803,4.244836463,,,,
804,2.887757717,,,,
805,1.498240751,,,,
806,0.86464707,,,,
807,0.900323812,,,,
808,0.715475928,,,,
809,0.819727891,,,,
810,0.763945578,,,,
811,0.749436728,,,,
812,0.814239691,,,,
813,1.388632258,,,,
814,1.723278164,,,,
815,2.041826505,,,,
816,2.694434175,,,,
817,5.407655086,,,,
818,6.111376408,,,,
819,6.149936712,,,,
820,6.521585609,,,,
821,6.998068861,,,,
822,5.016749591,,,,
823,4.522185079,,,,
824,6.001716071,,,,
825,7.147056769,,,,
826,6.018577267,,,,
827,4.598975348,,,,
828,3.790170532,,,,
829,3.757287397,,,,
830,3.663079786,,,,
831,3.575383261,,,,
832,2.877141947,,,,
833,3.438282946,,,,
834,4.065834369,,,,
835,4.059464199,,,,
836,3.74378919,,,,
837,3.641695251,,,,
838,3.766678604,,,,
839,3.824415134,,,,
840,3.790014537,,,,
841,3.635708406,,,,
842,3.491225902,,,,
843,4.127852584,,,,
844,4.422062494,,,,
845,4.420601181,,,,
846,4.543659651,,,,
847,4.524349362,,,,
848,4.370128567,,,,
849,4.088531367,,,,
850,4.15828891,,,,
851,4.186459145,,,,
852,4.182423125,,,,
853,4.24561196,,,,
854,4.342045068,,,,
855,4.645376504,,,,
856,5.117322155,,,,
857,6.624178676,,,,
858,8.216313267,,,,
859,7.669660603,,,,
860,5.998290131,,,,
861,5.874823206,,,,
862,6.016330782,,,,
863,5.619051023,,,,
864,5.168891782,,,,
865,5.302514709,,,,
866,5.14082038,,,,
867,4.340647013,,,,
868,3.709221154,,,,
869,2.90824005,,,,
870,1.117878235,,,,
871,0.885838008,,,,
872,0.826029536,,,,
873,0.965618121,,,,
874,1.227975558,,,,
875,1.583137972,,,,
876,1.789712335,,,,
877,1.725582293,,,,
878,1.845048241,,,,
879,2.314795395,,,,
880,3.203715719,,,,
881,3.448815528,,,,
882,3.300066784,,,,
883,3.267849365,,,,
884,3.296936253,,,,
885,3.317580019,,,,
886,1.969089645,,,,
887,0.869995896,,,,
888,0.942754898,,,,
889,1.016322024,,,,
890,1.100746481,,,,
891,1.12009326,,,,
892,1.652643735,,,,
893,2.079962528,,,,
894,2.146497009,,,,
895,1.358298706,,,,
896,0.874996354,,,,
897,1.442255663,,,,
898,1.540786616,,,,
899,0.773804348,,,,
900,0.887755102,,,,
901,0.827891156,,,,
902,0.834693878,,,,
903,0.875485672,,,,
904,2.032093693,,,,
905,4.235852637,,,,
906,5.321412115,,,,
907,5.429253492,,,,
908,6.362287349,,,,
909,7.501656935,,,,
910,7.786731398,,,,
911,6.551915757,,,,
912,4.809690102,,,,
913,4.278237807,,,,
914,4.291028069,,,,
915,3.904393325,,,,
916,4.05707158,,,,
917,4.513172065,,,,
918,4.495699641,,,,
919,5.495599745,,,,
920,5.614384938,,,,
921,2.049158992,,,,
922,0.935548179,,,,
923,1.68002586,,,,
924,1.786911284,,,,
925,1.238061349,,,,
926,1.018946703,,,,
927,0.963832224,,,,
928,1.174961257,,,,
929,1.458190554,,,,
930,1.214758983,,,,
931,1.095168502,,,,
932,1.146708362,,,,
933,1.236929533,,,,
934,1.471047499,,,,
935,1.616487223,,,,
936,1.756015046,,,,
937,2.218957673,,,,
938,2.744062754,,,,
939,2.621091282,,,,
940,2.39632448,,,,
941,2.329559177,,,,
942,3.385367362,,,,
943,3.748792252,,,,
944,3.544560465,,,,
945,2.529396109,,,,
946,1.125687721,,,,
947,0.896193043,,,,
948,0.861542365,,,,
949,0.737211561,,,,
950,0.842857143,,,,
951,0.82244898,,,,
952,0.766666667,,,,
953,0.685402336,,,,
954,1.292111164,,,,
955,4.078735287,,,,
956,4.989003787,,,,
957,7.202017824,,,,
958,8.463353792,,,,
959,9.180101524,,,,
960,9.665679975,,,,
961,6.526743048,,,,
962,6.016811269,,,,
963,4.939632953,,,,
964,3.3252494,,,,
965,1.336125223,,,,
966,0.884206544,,,,
967,0.929376167,,,,
968,0.763625645,,,,
969,0.820408163,,,,
970,0.770748299,,,,
971,0.722549361,,,,
972,0.765583209,,,,
973,1.058165542,,,,
974,1.5957164,,,,
975,2.02230347,,,,
976,2.031960247,,,,
977,1.638395406,,,,
978,1.311183483,,,,
979,1.109748497,,,,
980,1.083790865,,,,
981,1.084115824,,,,
982,0.968069147,,,,
983,0.039739404,,,,
984,0,,,,
985,0,,,,
986,0,,,,
987,0,,,,
988,0,,,,
989,0,,,,
990,0,,,,
991,0,,,,
992,0,,,,
993,0,,,,
994,0,,,,
995,0,,,,
996,0,,,,
997,0,,,,
998,0,,,,
999,0,,,,
1000,0,,,,
1001,0,,,,
1002,0,,,,
1003,0,,,,
1004,0,,,,
1005,0,,,,
1006,0,,,,
1007,0,,,,
1008,0,,,,
1009,0,,,,
1010,0,,,,
1011,0,,,,
1012,0,,,,
1013,0,,,,
1014,0,,,,
1015,0,,,,
1016,0,,,,
1017,0,,,,
1018,0,,,,
1019,0,,,,
1020,0,,,,
1021,1.018680984,,,,
1022,0.949796619,,,,
1023,2.005010773,,,,
1024,3.287747883,,,,
1025,3.748303411,,,,
1026,4.394773023,,,,
1027,5.393723374,,,,
1028,5.637167376,,,,
1029,6.000574749,,,,
1030,7.216313255,,,,
1031,6.815607986,,,,
1032,5.639739362,,,,
1033,6.249290829,,,,
1034,6.495073494,,,,
1035,6.273427304,,,,
1036,5.482467465,,,,
1037,6.057515915,,,,
1038,6.064182252,,,,
1039,5.273094377,,,,
1040,3.821592128,,,,
1041,3.093509068,,,,
1042,2.606204784,,,,
1043,1.949173161,,,,
1044,1.383957896,,,,
1045,0.943344326,,,,
1046,0.950500985,,,,
1047,0.799866549,,,,
1048,0.859612338,,,,
1049,0.882312925,,,,
1050,0.829251701,,,,
1051,0.781632653,,,,
1052,0.795238095,,,,
1053,0.742144809,,,,
1054,1.0258987,,,,
1055,1.589806575,,,,
1056,2.057516994,,,,
1057,2.114305314,,,,
1058,1.921964626,,,,
1059,2.097521887,,,,
1060,3.298999284,,,,
1061,3.898576138,,,,
1062,3.979164305,,,,
1063,4.090185198,,,,
1064,4.315948768,,,,
1065,4.454812295,,,,
1066,4.344193552,,,,
1067,4.229091076,,,,
1068,4.777998715,,,,
1069,7.504677084,,,,
1070,9.139711234,,,,
1071,9.945522694,,,,
1072,10.52916119,,,,
1073,9.322126923,,,,
1074,9.548025199,,,,
1075,8.124265894,,,,
1076,3.78282237,,,,
1077,2.615137794,,,,
1078,2.007427994,,,,
1079,1.613421804,,,,
1080,1.422705337,,,,
1081,1.516594615,,,,
1082,1.823593407,,,,
1083,1.851366608,,,,
1084,2.020858519,,,,
1085,2.576017691,,,,
1086,2.894880928,,,,
1087,3.232129738,,,,
1088,4.627877421,,,,
1089,5.922807879,,,,
1090,6.339507587,,,,
1091,4.863929454,,,,
1092,3.424006679,,,,
1093,1.454321375,,,,
1094,0.941870999,,,,
1095,1.061111068,,,,
1096,0.874693263,,,,
1097,1.634843933,,,,
1098,4.179523717,,,,
1099,6.11407541,,,,
1100,7.081883506,,,,
1101,5.295938718,,,,
1102,3.902487874,,,,
1103,3.174131095,,,,
1104,1.329897439,,,,
1105,0.914409582,,,,
1106,1.076681721,,,,
1107,2.694098298,,,,
1108,5.812294421,,,,
1109,8.343124801,,,,
1110,10.75011049,,,,
1111,7.854897175,,,,
1112,4.660013092,,,,
1113,2.618993094,,,,
1114,1.626559187,,,,
1115,0.986507697,,,,
1116,1.020175426,,,,
1117,0.870585642,,,,
1118,0.978231293,,,,
1119,0.944897959,,,,
1120,0.927891156,,,,
1121,0.915646259,,,,
1122,0.886394558,,,,
1123,0.836734694,,,,
1124,0.821088435,,,,
1125,0.827210884,,,,
1126,0.773469388,,,,
1127,0.69421772,,,,
1128,0.781918962,,,,
1129,1.00914018,,,,
1130,1.548742596,,,,
1131,2.014574318,,,,
1132,1.991278535,,,,
1133,1.843830407,,,,
1134,1.764824481,,,,
1135,1.756991275,,,,
1136,2.083751808,,,,
1137,3.693071706,,,,
1138,4.320950697,,,,
1139,4.355480864,,,,
1140,2.769087403,,,,
1141,1.297055267,,,,
1142,0.896379376,,,,
1143,0.86781088,,,,
1144,0.79510817,,,,
1145,0.725515538,,,,
1146,0.871756956,,,,
1147,2.46539508,,,,
1148,3.842181126,,,,
1149,4.935930139,,,,
1150,6.627012274,,,,
1151,7.573215419,,,,
1152,6.087245641,,,,
1153,5.709225888,,,,
1154,5.64077671,,,,
1155,6.445560848,,,,
1156,6.645925007,,,,
1157,6.889018348,,,,
1158,6.372330029,,,,
1159,6.640896013,,,,
1160,7.201640418,,,,
1161,7.48047969,,,,
1162,7.350600373,,,,
1163,5.50794188,,,,
1164,5.143452553,,,,
1165,4.926029827,,,,
1166,5.762899004,,,,
1167,6.853714469,,,,
1168,6.924673158,,,,
1169,6.345262011,,,,
1170,6.293889756,,,,
1171,6.49163265,,,,
1172,6.482486846,,,,
1173,6.585624704,,,,
1174,5.866272066,,,,
1175,5.356926867,,,,
1176,4.977790416,,,,
1177,5.032071931,,,,
1178,5.21717404,,,,
1179,5.630016045,,,,
1180,5.599168627,,,,
1181,5.672788216,,,,
1182,5.699639371,,,,
1183,5.800287527,,,,
1184,5.853835318,,,,
1185,5.855935658,,,,
1186,5.858999041,,,,
1187,5.929340442,,,,
